sample_id	position	token	token_id	cos_sim	is_hard
0	65	 Instruction	20880	0.9443	False
0	66	:	42	0.9531	False
0	67	\n	198	0.9604	False
0	68	Calculate	44345	0.9517	False
0	69	 the	260	0.9492	False
0	70	 atomic	12000	0.9146	True
0	71	 mass	2389	0.9414	False
0	72	 for	327	0.9321	True
0	73	 lithium	18294	0.9497	False
0	74	.	30	0.9556	False
0	75	\n	198	0.9531	False
0	76	\n	198	0.9585	False
0	77	###	3757	0.9624	False
0	78	 Response	14212	0.9502	False
0	79	:	42	0.9551	False
0	80	\n	198	0.9468	False
0	81	The	504	0.958	False
0	82	 atomic	12000	0.9419	False
0	83	 mass	2389	0.9536	False
0	84	 for	327	0.9541	False
0	85	 lithium	18294	0.9521	False
0	86	 is	314	0.9473	False
0	87	 	216	0.873	True
0	88	6	38	0.8721	True
0	89	.	30	0.874	True
0	90	9	41	0.9238	True
0	91	4	36	0.9292	True
0	92	1	33	0.9287	True
0	93	 u	326	0.9414	False
0	94	 (	365	0.9131	True
0	95	units	17720	0.9453	False
0	96	).	595	0.958	False
0	97	 This	669	0.9531	False
0	98	 is	314	0.9556	False
0	99	 determined	5250	0.9507	False
0	100	 from	429	0.9424	False
0	101	 the	260	0.9336	True
0	102	 number	1230	0.9482	False
0	103	 of	282	0.9072	True
0	104	 protons	25337	0.9395	False
0	105	 and	284	0.9121	True
0	106	 neutrons	28670	0.9395	False
0	107	 in	281	0.9287	True
0	108	 the	260	0.9165	True
0	109	 nucleus	14831	0.9541	False
0	110	 of	282	0.9219	True
0	111	 a	253	0.9141	True
0	112	 lithium	18294	0.916	True
0	113	 atom	11776	0.9551	False
0	114	,	28	0.9561	False
0	115	 which	527	0.9473	False
0	116	 is	314	0.9492	False
0	117	 	216	0.8848	True
0	118	3	35	0.8765	True
0	119	 protons	25337	0.9482	False
0	120	 and	284	0.9385	False
0	121	 	216	0.8633	True
0	122	4	36	0.8931	True
0	123	 neutrons	28670	0.9648	False
0	124	.	30	0.9561	False
0	125	 Each	3768	0.9404	False
0	126	 proton	27458	0.9336	True
0	127	 and	284	0.9287	True
1	0	 neutron	23373	0.9927	False
1	1	 has	553	0.9624	False
1	2	 a	253	0.957	False
1	3	 mass	2389	0.9443	False
1	4	 of	282	0.9521	False
1	5	 	216	0.8994	True
1	6	1	33	0.9233	True
1	7	.	30	0.9551	False
1	8	0	32	0.9346	False
1	9	0	32	0.9307	True
1	10	7	39	0.9365	False
1	11	 u	326	0.9473	False
1	12	,	28	0.9575	False
1	13	 resulting	4422	0.9531	False
1	14	 in	281	0.9541	False
1	15	 a	253	0.9473	False
1	16	 total	2719	0.9453	False
1	17	 mass	2389	0.9458	False
1	18	 of	282	0.9565	False
1	19	 	216	0.9561	False
1	20	6	38	0.9395	False
1	21	.	30	0.9131	True
1	22	9	41	0.9473	False
1	23	4	36	0.9434	False
1	24	1	33	0.9375	False
1	25	 u	326	0.9497	False
1	26	.	30	0.9541	False
1	27	<|im_end|>	2	0.9121	True
1	28	###	3757	0.9399	False
1	29	 Instruction	20880	0.9346	False
1	30	:	42	0.9458	False
1	31	\n	198	0.9443	False
1	32	Convert	37983	0.9521	False
1	33	 the	260	0.96	False
1	34	 following	1695	0.959	False
1	35	 binary	11087	0.9468	False
1	36	 code	2909	0.9521	False
1	37	 to	288	0.9453	False
1	38	 ASCII	39799	0.9438	False
1	39	 characters	3870	0.9521	False
1	40	.	30	0.9531	False
1	41	\n	198	0.9487	False
1	42	\n	198	0.9492	False
1	43	###	3757	0.9541	False
1	44	 Input	18100	0.9507	False
1	45	:	42	0.9526	False
1	46	\n	198	0.9478	False
1	47	0	32	0.958	False
1	48	1	33	0.957	False
1	49	1	33	0.957	False
1	50	1	33	0.9521	False
1	51	0	32	0.9502	False
1	52	1	33	0.9512	False
1	53	0	32	0.9526	False
1	54	1	33	0.9521	False
1	55	 	216	0.9546	False
1	56	0	32	0.9619	False
1	57	1	33	0.9551	False
1	58	1	33	0.9614	False
1	59	0	32	0.9517	False
1	60	0	32	0.957	False
1	61	0	32	0.958	False
1	62	0	32	0.9609	False
1	63	1	33	0.9541	False
1	64	 	216	0.959	False
1	65	0	32	0.96	False
1	66	1	33	0.9482	False
1	67	1	33	0.9443	False
1	68	1	33	0.958	False
1	69	0	32	0.9551	False
1	70	0	32	0.957	False
1	71	1	33	0.9585	False
1	72	0	32	0.9526	False
1	73	 	216	0.9619	False
1	74	0	32	0.9619	False
1	75	1	33	0.957	False
1	76	1	33	0.9565	False
1	77	0	32	0.9541	False
1	78	1	33	0.9614	False
1	79	0	32	0.959	False
1	80	0	32	0.9561	False
1	81	1	33	0.9531	False
1	82	 	216	0.9639	False
1	83	0	32	0.9609	False
1	84	1	33	0.9512	False
1	85	1	33	0.9492	False
1	86	1	33	0.9521	False
1	87	0	32	0.9556	False
1	88	1	33	0.96	False
1	89	0	32	0.9609	False
1	90	0	32	0.9551	False
1	91	\n	198	0.9541	False
1	92	\n	198	0.9458	False
1	93	###	3757	0.9453	False
1	94	 Response	14212	0.9458	False
1	95	:	42	0.9531	False
1	96	\n	198	0.957	False
1	97	The	504	0.9639	False
1	98	 ASCII	39799	0.9487	False
1	99	 characters	3870	0.9546	False
1	100	 for	327	0.96	False
1	101	 the	260	0.9619	False
1	102	 binary	11087	0.959	False
1	103	 code	2909	0.9536	False
1	104	 is	314	0.959	False
1	105	:	42	0.959	False
1	106	 was	436	0.9551	False
1	107	t	100	0.9575	False
1	108	.	30	0.958	False
1	109	<|im_end|>	2	0.938	False
1	110	###	3757	0.9502	False
1	111	 Instruction	20880	0.9468	False
1	112	:	42	0.9517	False
1	113	\n	198	0.9419	False
1	114	Take	12653	0.9443	False
1	115	 this	451	0.958	False
1	116	 sentence	6330	0.9453	False
1	117	 and	284	0.9341	False
1	118	 make	919	0.9492	False
1	119	 it	357	0.9219	True
1	120	 more	540	0.9341	False
1	121	 descriptive	16724	0.9595	False
1	122	:	42	0.9619	False
1	123	 She	2306	0.9492	False
1	124	 was	436	0.9639	False
1	125	 scared	18439	0.9609	False
1	126	.	30	0.957	False
1	127	\n	198	0.9502	False
2	0	\n	198	0.9893	False
2	1	###	3757	0.9614	False
2	2	 Input	18100	0.9517	False
2	3	:	42	0.9561	False
2	4	\n	198	0.9531	False
2	5	She	8113	0.937	False
2	6	 was	436	0.9609	False
2	7	 scared	18439	0.96	False
2	8	.	30	0.96	False
2	9	\n	198	0.9541	False
2	10	\n	198	0.9541	False
2	11	###	3757	0.96	False
2	12	 Response	14212	0.9502	False
2	13	:	42	0.9609	False
2	14	\n	198	0.9531	False
2	15	She	8113	0.9521	False
2	16	 was	436	0.9551	False
2	17	 tre	1562	0.835	True
2	18	mbling	39880	0.9512	False
2	19	 with	351	0.9443	False
2	20	 fear	3696	0.958	False
2	21	,	28	0.958	False
2	22	 her	874	0.9526	False
2	23	 heart	1911	0.9155	True
2	24	 racing	16767	0.9507	False
2	25	 wildly	33276	0.958	False
2	26	 and	284	0.96	False
2	27	 her	874	0.9478	False
2	28	 breath	6943	0.917	True
2	29	 coming	4167	0.9053	True
2	30	 in	281	0.8945	True
2	31	 short	1890	0.9062	True
2	32	,	28	0.9189	True
2	33	 pan	3557	0.9121	True
2	34	icked	12549	0.9263	True
2	35	 gas	2811	0.9199	True
2	36	ps	851	0.9521	False
2	37	.	30	0.9658	False
2	38	 She	2306	0.9355	False
2	39	 felt	4592	0.9482	False
2	40	 her	874	0.9526	False
2	41	 palms	26679	0.918	True
2	42	 begin	1956	0.918	True
2	43	 to	288	0.9067	True
2	44	 sweat	16945	0.9502	False
2	45	 and	284	0.9517	False
2	46	 her	874	0.9487	False
2	47	 stomach	7145	0.9185	True
2	48	 tying	34460	0.9526	False
2	49	 itself	2581	0.938	False
2	50	 into	618	0.9385	False
2	51	 knots	25035	0.957	False
2	52	.	30	0.9658	False
2	53	 	216	0.959	False
2	54	 She	2306	0.9404	False
2	55	 was	436	0.9453	False
2	56	 scared	18439	0.9648	False
2	57	.	30	0.9609	False
2	58	<|im_end|>	2	0.9131	True
2	59	###	3757	0.9429	False
2	60	 Instruction	20880	0.9404	False
2	61	:	42	0.9502	False
2	62	\n	198	0.9507	False
2	63	Brain	29775	0.9248	True
2	64	storm	10636	0.9585	False
2	65	 	216	0.9492	False
2	66	3	35	0.9531	False
2	67	 possible	1636	0.9604	False
2	68	 ideas	2821	0.9609	False
2	69	 to	288	0.9536	False
2	70	 promote	4058	0.957	False
2	71	 the	260	0.9702	False
2	72	 following	1695	0.9648	False
2	73	 product	1406	0.9502	False
2	74	\n	198	0.9585	False
2	75	\n	198	0.9614	False
2	76	###	3757	0.9683	False
2	77	 Input	18100	0.958	False
2	78	:	42	0.9658	False
2	79	\n	198	0.9609	False
2	80	New	5529	0.9551	False
2	81	 motorized	48174	0.9497	False
2	82	 skate	28815	0.9336	True
2	83	board	4265	0.9492	False
2	84	\n	198	0.9595	False
2	85	\n	198	0.9663	False
2	86	###	3757	0.9727	False
2	87	 Response	14212	0.9585	False
2	88	:	42	0.9658	False
2	89	\n	198	0.9629	False
2	90	1	33	0.9482	False
2	91	.	30	0.9634	False
2	92	 Offer	22708	0.9585	False
2	93	 a	253	0.9614	False
2	94	 free	1904	0.9492	False
2	95	 trial	5992	0.9536	False
2	96	 for	327	0.9561	False
2	97	 a	253	0.9609	False
2	98	 limited	3435	0.9561	False
2	99	 time	655	0.9541	False
2	100	.	30	0.9629	False
2	101	\n	198	0.9556	False
2	102	2	34	0.9521	False
2	103	.	30	0.9502	False
2	104	 Give	13843	0.9541	False
2	105	 away	2025	0.9512	False
2	106	 several	1545	0.9551	False
2	107	 skate	28815	0.9385	False
2	108	boards	15305	0.958	False
2	109	 in	281	0.9492	False
2	110	 a	253	0.9551	False
2	111	 ra	689	0.8486	True
2	112	ff	484	0.9331	True
2	113	le	290	0.9502	False
2	114	 or	355	0.9473	False
2	115	 sweep	24190	0.9331	True
2	116	stakes	44767	0.9502	False
2	117	.	30	0.9673	False
2	118	\n	198	0.9619	False
2	119	3	35	0.9536	False
2	120	.	30	0.9492	False
2	121	 Host	21216	0.9502	False
2	122	 a	253	0.9502	False
2	123	 promotional	33149	0.9497	False
2	124	 event	2121	0.959	False
2	125	 featuring	9963	0.9585	False
2	126	 the	260	0.9629	False
2	127	 skate	28815	0.9482	False
3	0	board	4265	0.9893	False
3	1	 doing	2567	0.9844	False
3	2	 stunt	24469	0.9561	False
3	3	s	99	0.9707	False
3	4	 in	281	0.9663	False
3	5	 various	1461	0.9614	False
3	6	 locations	6332	0.9619	False
3	7	.	30	0.9678	False
3	8	<|im_end|>	2	0.915	True
3	9	###	3757	0.9355	False
3	10	 Instruction	20880	0.9419	False
3	11	:	42	0.9531	False
3	12	\n	198	0.9502	False
3	13	R	66	0.9199	True
3	14	ew	846	0.8975	True
3	15	rite	16064	0.9614	False
3	16	 the	260	0.9619	False
3	17	 sentence	6330	0.9536	False
3	18	 using	1015	0.9346	False
3	19	 imperative	16630	0.9434	False
3	20	 mood	7201	0.9478	False
3	21	.	30	0.9551	False
3	22	\n	198	0.9565	False
3	23	\n	198	0.9585	False
3	24	###	3757	0.957	False
3	25	 Input	18100	0.9482	False
3	26	:	42	0.9609	False
3	27	\n	198	0.96	False
3	28	Please	10180	0.9541	False
3	29	 pick	4491	0.9521	False
3	30	 up	614	0.9551	False
3	31	 the	260	0.958	False
3	32	 book	1863	0.9561	False
3	33	 from	429	0.959	False
3	34	 the	260	0.9531	False
3	35	 shelf	15714	0.9629	False
3	36	.	30	0.9619	False
3	37	\n	198	0.9595	False
3	38	\n	198	0.9536	False
3	39	###	3757	0.9468	False
3	40	 Response	14212	0.9482	False
3	41	:	42	0.9619	False
3	42	\n	198	0.9575	False
3	43	Pick	31413	0.958	False
3	44	 up	614	0.9712	False
3	45	 the	260	0.9727	False
3	46	 book	1863	0.9629	False
3	47	 from	429	0.9746	False
3	48	 the	260	0.9736	False
3	49	 shelf	15714	0.959	False
3	50	.	30	0.957	False
3	51	<|im_end|>	2	0.9443	False
3	52	###	3757	0.96	False
3	53	 Instruction	20880	0.9492	False
3	54	:	42	0.9536	False
3	55	\n	198	0.9521	False
3	56	Describe	37964	0.9653	False
3	57	 a	253	0.9634	False
3	58	 picnic	31920	0.9512	False
3	59	 vacation	17584	0.9497	False
3	60	 where	837	0.9619	False
3	61	 four	1876	0.96	False
3	62	 people	701	0.9399	False
3	63	 are	359	0.958	False
3	64	 travelling	20247	0.9551	False
3	65	 together	1592	0.9512	False
3	66	.	30	0.9521	False
3	67	\n	198	0.9585	False
3	68	\n	198	0.96	False
3	69	###	3757	0.9688	False
3	70	 Input	18100	0.9526	False
3	71	:	42	0.9648	False
3	72	\n	198	0.9629	False
3	73	Four	19622	0.9668	False
3	74	 people	701	0.9526	False
3	75	 are	359	0.9614	False
3	76	 travelling	20247	0.9609	False
3	77	 together	1592	0.9565	False
3	78	 to	288	0.9561	False
3	79	 a	253	0.959	False
3	80	 picnic	31920	0.9521	False
3	81	 vacation	17584	0.9556	False
3	82	.	30	0.9644	False
3	83	\n	198	0.9629	False
3	84	\n	198	0.9639	False
3	85	###	3757	0.9683	False
3	86	 Response	14212	0.9551	False
3	87	:	42	0.9668	False
3	88	\n	198	0.9658	False
3	89	The	504	0.9746	False
3	90	 four	1876	0.9668	False
3	91	 friends	2428	0.9487	False
3	92	 decided	4041	0.9629	False
3	93	 to	288	0.9463	False
3	94	 take	1188	0.9521	False
3	95	 a	253	0.959	False
3	96	 picnic	31920	0.9556	False
3	97	 vacation	17584	0.9595	False
3	98	 to	288	0.957	False
3	99	 the	260	0.9702	False
3	100	 countryside	20959	0.9561	False
3	101	.	30	0.9629	False
3	102	 They	1069	0.9458	False
3	103	 packed	13448	0.9502	False
3	104	 their	480	0.9492	False
3	105	 sandwiches	33549	0.9585	False
3	106	 and	284	0.9307	True
3	107	 snacks	16330	0.9541	False
3	108	,	28	0.9468	False
3	109	 filled	4412	0.9512	False
3	110	 therm	6142	0.8965	True
3	111	oses	4243	0.959	False
3	112	 with	351	0.9365	False
3	113	 hot	3380	0.9404	False
3	114	 tea	7188	0.9551	False
3	115	,	28	0.9463	False
3	116	 and	284	0.9404	False
3	117	 wore	17494	0.9277	True
3	118	 their	480	0.9355	False
3	119	 warmest	35998	0.9424	False
3	120	 coats	24847	0.9639	False
3	121	.	30	0.9629	False
3	122	 They	1069	0.9443	False
3	123	 spent	4957	0.957	False
3	124	 their	480	0.96	False
3	125	 days	2009	0.9404	False
3	126	 exploring	3415	0.958	False
3	127	 the	260	0.9619	False
4	0	 incredible	6512	0.9902	False
4	1	 landscapes	8768	0.959	False
4	2	,	28	0.9561	False
4	3	 and	284	0.96	False
4	4	 in	281	0.9575	False
4	5	 the	260	0.9609	False
4	6	 evenings	36829	0.9531	False
4	7	 they	502	0.9434	False
4	8	 sat	2643	0.9424	False
4	9	 around	1130	0.9453	False
4	10	 a	253	0.9399	False
4	11	 campfire	48541	0.9395	False
4	12	 singing	12027	0.9404	False
4	13	 and	284	0.9355	False
4	14	 enjoying	11904	0.9541	False
4	15	 each	971	0.9482	False
4	16	 other	550	0.9541	False
4	17	's	506	0.9482	False
4	18	 company	2727	0.9541	False
4	19	.	30	0.958	False
4	20	 They	1069	0.9463	False
4	21	 spent	4957	0.9585	False
4	22	 their	480	0.9536	False
4	23	 days	2009	0.9453	False
4	24	 immersed	26801	0.9604	False
4	25	 in	281	0.9561	False
4	26	 nature	2177	0.9536	False
4	27	,	28	0.9526	False
4	28	 getting	2967	0.9331	True
4	29	 to	288	0.9385	False
4	30	 know	699	0.9619	False
4	31	 the	260	0.957	False
4	32	 hidden	5631	0.9517	False
4	33	 gems	22582	0.9595	False
4	34	 of	282	0.958	False
4	35	 the	260	0.957	False
4	36	 place	1379	0.9639	False
4	37	.	30	0.9609	False
4	38	 When	1550	0.9614	False
4	39	 they	502	0.9478	False
4	40	 returned	5598	0.9546	False
4	41	 home	1478	0.9512	False
4	42	,	28	0.9688	False
4	43	 they	502	0.9502	False
4	44	 were	592	0.9434	False
4	45	 filled	4412	0.959	False
4	46	 with	351	0.9521	False
4	47	 beautiful	3953	0.9521	False
4	48	 memories	8269	0.96	False
4	49	 that	338	0.9385	False
4	50	 would	736	0.9238	True
4	51	 last	1596	0.9463	False
4	52	 a	253	0.9424	False
4	53	 lifetime	9569	0.9551	False
4	54	.	30	0.957	False
4	55	<|im_end|>	2	0.9141	True
4	56	###	3757	0.9253	True
4	57	 Instruction	20880	0.9399	False
4	58	:	42	0.9492	False
4	59	\n	198	0.9434	False
4	60	Explain	36971	0.957	False
4	61	 the	260	0.9678	False
4	62	 concept	1909	0.9512	False
4	63	 of	282	0.959	False
4	64	 Big	8095	0.9258	True
4	65	 Data	4712	0.9551	False
4	66	 and	284	0.9492	False
4	67	 what	732	0.9619	False
4	68	 it	357	0.9453	False
4	69	 means	1530	0.959	False
4	70	 for	327	0.959	False
4	71	 companies	3243	0.9556	False
4	72	 and	284	0.9595	False
4	73	 customers	6348	0.958	False
4	74	.	30	0.9453	False
4	75	\n	198	0.9482	False
4	76	\n	198	0.9502	False
4	77	###	3757	0.9482	False
4	78	 Response	14212	0.9434	False
4	79	:	42	0.9575	False
4	80	\n	198	0.957	False
4	81	Big	20429	0.9453	False
4	82	 Data	4712	0.9541	False
4	83	 is	314	0.9526	False
4	84	 the	260	0.9512	False
4	85	 massive	6207	0.9502	False
4	86	 volume	4981	0.9326	True
4	87	 of	282	0.9365	False
4	88	 data	940	0.9502	False
4	89	 that	338	0.9458	False
4	90	 is	314	0.9463	False
4	91	 generated	6171	0.9551	False
4	92	 from	429	0.9512	False
4	93	 companies	3243	0.958	False
4	94	’	417	0.9512	False
4	95	 interactions	5759	0.9609	False
4	96	 with	351	0.9492	False
4	97	 customers	6348	0.959	False
4	98	,	28	0.9443	False
4	99	 both	1062	0.9453	False
4	100	 online	2329	0.9551	False
4	101	 and	284	0.9502	False
4	102	 offline	25179	0.9595	False
4	103	.	30	0.9609	False
4	104	 This	669	0.9595	False
4	105	 data	940	0.9482	False
4	106	 includes	2978	0.9463	False
4	107	 customer	7742	0.9346	False
4	108	 data	940	0.9531	False
4	109	 such	715	0.9443	False
4	110	 as	347	0.9268	True
4	111	 age	1850	0.9492	False
4	112	,	28	0.9287	True
4	113	 gender	4034	0.9551	False
4	114	,	28	0.9277	True
4	115	 location	3695	0.9551	False
4	116	,	28	0.9307	True
4	117	 behaviors	5693	0.9634	False
4	118	,	28	0.9312	True
4	119	 preferences	8163	0.9678	False
4	120	,	28	0.9355	False
4	121	 and	284	0.9385	False
4	122	 transactions	10527	0.9561	False
4	123	.	30	0.9604	False
4	124	 This	669	0.9629	False
4	125	 data	940	0.9502	False
4	126	 enables	6396	0.957	False
4	127	 companies	3243	0.9551	False
5	0	 to	288	0.9849	False
5	1	 gain	3184	0.958	False
5	2	 insights	4159	0.9619	False
5	3	 into	618	0.9678	False
5	4	 customer	7742	0.9492	False
5	5	 behavior	2555	0.9619	False
5	6	 and	284	0.9434	False
5	7	 to	288	0.9521	False
5	8	 develop	799	0.9492	False
5	9	 data	940	0.9346	False
5	10	-	29	0.9287	True
5	11	driven	13729	0.9473	False
5	12	 marketing	8162	0.9434	False
5	13	 strategies	3068	0.9541	False
5	14	.	30	0.9609	False
5	15	 For	1068	0.9663	False
5	16	 customers	6348	0.9595	False
5	17	,	28	0.9619	False
5	18	 Big	8095	0.9209	True
5	19	 Data	4712	0.9434	False
5	20	 provides	2433	0.9604	False
5	21	 personalized	14290	0.9487	False
5	22	 and	284	0.9453	False
5	23	 tailored	9918	0.9482	False
5	24	 experiences	2647	0.9546	False
5	25	,	28	0.9551	False
5	26	 as	347	0.9575	False
5	27	 companies	3243	0.9473	False
5	28	 can	416	0.9409	False
5	29	 use	722	0.9443	False
5	30	 the	260	0.96	False
5	31	 data	940	0.9526	False
5	32	 they	502	0.9355	False
5	33	 have	457	0.9419	False
5	34	 collected	5771	0.9512	False
5	35	 to	288	0.9443	False
5	36	 offer	2626	0.9487	False
5	37	 more	540	0.9507	False
5	38	 targeted	8291	0.9551	False
5	39	 content	2627	0.9546	False
5	40	 and	284	0.9492	False
5	41	 customized	19213	0.9478	False
5	42	 products	2320	0.9561	False
5	43	 or	355	0.9458	False
5	44	 services	2465	0.9565	False
5	45	.	30	0.9614	False
5	46	<|im_end|>	2	0.9131	True
5	47	###	3757	0.9443	False
5	48	 Instruction	20880	0.9448	False
5	49	:	42	0.9526	False
5	50	\n	198	0.9478	False
5	51	Analy	24499	0.9375	False
5	52	ze	2404	0.957	False
5	53	 the	260	0.9648	False
5	54	 given	1836	0.9551	False
5	55	 phrase	8715	0.957	False
5	56	 in	281	0.9453	False
5	57	 terms	2656	0.9634	False
5	58	 of	282	0.9482	False
5	59	 its	624	0.9521	False
5	60	 connotations	37091	0.9644	False
5	61	.	30	0.9556	False
5	62	\n	198	0.958	False
5	63	\n	198	0.9604	False
5	64	###	3757	0.9399	False
5	65	 Input	18100	0.9434	False
5	66	:	42	0.9663	False
5	67	\n	198	0.9629	False
5	68	Wild	24951	0.9478	False
5	69	 goose	31433	0.9297	True
5	70	 chase	27216	0.96	False
5	71	\n	198	0.96	False
5	72	\n	198	0.9541	False
5	73	###	3757	0.9424	False
5	74	 Response	14212	0.9453	False
5	75	:	42	0.9658	False
5	76	\n	198	0.9639	False
5	77	The	504	0.9746	False
5	78	 phrase	8715	0.9619	False
5	79	 "	476	0.9609	False
5	80	wild	22135	0.9551	False
5	81	 goose	31433	0.9463	False
5	82	 chase	27216	0.958	False
